,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,AAPL,MSFT,SPY,TSLA,AAPL,MSFT,SPY,TSLA,AAPL,MSFT,SPY,TSLA,AAPL,MSFT,SPY,TSLA,AAPL,MSFT,SPY,TSLA,AAPL,MSFT,SPY,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,111.47716522216797,204.49423217773438,324.9931945800781,103.65066528320312,113.01000213623047,209.19000244140625,337.44000244140625,103.65066528320312,113.2750015258789,210.27999877929688,338.2799987792969,105.66666412353516,110.29750061035156,204.75,335.4100036621094,95.66666412353516,110.49749755859375,205.2899932861328,335.44000244140625,98.0,165598000.0,28013100,53774400.0,327441000.0
2020-08-13,113.45003509521484,204.01527404785156,324.40570068359375,108.06666564941406,115.01000213623047,208.6999969482422,336.8299865722656,108.06666564941406,116.0425033569336,211.35000610351562,338.25,110.07866668701172,113.92749786376953,208.14999389648438,335.8299865722656,104.48400115966797,114.43000030517578,209.44000244140625,336.6099853515625,107.4000015258789,210082000.0,22588900,41816100.0,306379500.0
2020-08-14,113.34892272949219,204.21078491210938,324.4153137207031,110.04733276367188,114.90750122070312,208.89999389648438,336.8399963378906,110.04733276367188,115.0,209.58999633789062,337.4200134277344,111.25333404541016,113.04499816894531,207.50999450683594,335.6199951171875,108.44266510009766,114.83000183105469,208.75999450683594,336.4100036621094,110.99933624267578,165565200.0,17958900,47260400.0,188664000.0
2020-08-17,113.052978515625,205.559814453125,325.4458312988281,122.3759994506836,114.60749816894531,210.27999877929688,337.9100036621094,122.3759994506836,116.0875015258789,211.19000244140625,338.3399963378906,123.05733489990234,113.9625015258789,208.9199981689453,336.8500061035156,111.52200317382812,116.0625,209.60000610351562,337.94000244140625,111.80000305175781,119561600.0,20184800,35481000.0,303634500.0
2020-08-18,113.99502563476562,206.74264526367188,326.1489562988281,125.80599975585938,115.5625,211.49000549316406,338.6400146484375,125.80599975585938,116.0,212.36000061035156,339.1000061035156,128.25999450683594,114.00749969482422,209.2100067138672,336.6099853515625,123.00733184814453,114.35250091552734,210.52999877929688,338.3399963378906,126.59933471679688,105633600.0,21336200,38733900.0,247117500.0
2020-08-19,114.1380615234375,205.4883270263672,324.7909240722656,125.23533630371094,115.7074966430664,209.6999969482422,337.2300109863281,125.23533630371094,117.1624984741211,212.10000610351562,339.6099853515625,127.4000015258789,115.61000061035156,209.25,336.6199951171875,122.74732971191406,115.98249816894531,211.49000549316406,339.04998779296875,124.33333587646484,145538000.0,27627600,68054200.0,183079500.0
2020-08-20,116.67072296142578,210.27037048339844,325.8022155761719,133.45533752441406,118.2750015258789,214.5800018310547,338.2799987792969,133.45533752441406,118.39250183105469,215.0,338.79998779296875,134.79933166503906,115.73249816894531,208.91000366210938,335.2200012207031,123.80400085449219,115.75,209.5399932861328,335.3599853515625,124.04533386230469,126907200.0,26981500,42207800.0,309177000.0
2020-08-21,122.68306732177734,208.74169921875,326.95794677734375,136.6653289794922,124.37000274658203,213.02000427246094,339.4800109863281,136.6653289794922,124.86750030517578,216.25,339.7200012207031,139.69932556152344,119.25,212.85000610351562,337.54998779296875,135.00332641601562,119.26249694824219,213.86000061035156,337.9200134277344,136.3173370361328,338054800.0,36249300,55106600.0,322344000.0
2020-08-24,124.150390625,209.39822387695312,330.2710876464844,134.27999877929688,125.85749816894531,213.69000244140625,342.9200134277344,134.27999877929688,128.78500366210938,215.52000427246094,343.0,141.93333435058594,123.9375,212.42999267578125,339.45001220703125,128.50132751464844,128.69749450683594,214.7899932861328,342.1199951171875,141.7519989013672,345937600.0,25460100,48588700.0,300954000.0
2020-08-25,123.13188934326172,212.12240600585938,331.4267883300781,134.8893280029297,124.82499694824219,216.47000122070312,344.1199951171875,134.8893280029297,125.18000030517578,216.61000061035156,344.2099914550781,135.19667053222656,123.05249786376953,213.10000610351562,342.2699890136719,131.1999969482422,124.69750213623047,213.10000610351562,343.5299987792969,131.65933227539062,211495600.0,23043700,38463400.0,159883500.0
2020-08-26,124.80638122558594,216.70840454101562,334.74951171875,143.54466247558594,126.52249908447266,221.14999389648438,347.57000732421875,143.54466247558594,126.99250030517578,222.08999633789062,347.8599853515625,144.39999389648438,125.0824966430664,217.36000061035156,344.1700134277344,136.90866088867188,126.18000030517578,217.8800048828125,344.760009765625,137.3333282470703,163022400.0,39600800,50790200.0,213591000.0
2020-08-27,123.31439208984375,222.02935791015625,335.48150634765625,149.25,125.01000213623047,226.5800018310547,348.3299865722656,149.25,127.48500061035156,231.14999389648438,349.8999938964844,153.0399932861328,123.8324966430664,219.39999389648438,346.5299987792969,142.8333282470703,127.14250183105469,222.88999938964844,348.510009765625,145.36399841308594,155552400.0,57602200,58034100.0,355395000.0
2020-08-28,123.11463928222656,224.3125457763672,337.64849853515625,147.55999755859375,124.80750274658203,228.91000366210938,350.5799865722656,147.55999755859375,126.44249725341797,230.63999938964844,350.7200012207031,154.5659942626953,124.57749938964844,226.5800018310547,348.1499938964844,145.76800537109375,126.01249694824219,228.17999267578125,349.44000244140625,153.00799560546875,187630000.0,26292900,48588900.0,301218000.0
2020-08-31,127.28973388671875,221.0004425048828,336.4253845214844,166.10667419433594,129.0399932861328,225.52999877929688,349.30999755859375,166.10667419433594,131.0,228.6999969482422,351.29998779296875,166.7133331298828,126.0,224.30999755859375,349.05999755859375,146.70333862304688,127.58000183105469,227.0,350.3500061035156,148.20333862304688,225702700.0,28774200,66099200.0,355123200.0
2020-09-01,132.36001586914062,222.70547485351562,339.5939636230469,158.35000610351562,134.17999267578125,227.27000427246094,352.6000061035156,158.35000610351562,134.8000030517578,227.4499969482422,352.7099914550781,167.49667358398438,130.52999877929688,224.42999267578125,349.239990234375,156.836669921875,132.75999450683594,225.50999450683594,350.2099914550781,167.3800048828125,151948100.0,25725500,54908700.0,269523300.0
2020-09-02,129.6177215576172,226.9975128173828,344.505859375,149.1233367919922,131.39999389648438,231.64999389648438,357.70001220703125,149.1233367919922,137.97999572753906,232.86000061035156,358.75,159.67999267578125,127.0,227.35000610351562,353.42999267578125,135.0399932861328,137.58999633789062,227.97000122070312,354.6700134277344,159.663330078125,200119000.0,34080800,69540000.0,288528300.0
2020-09-03,119.24039459228516,212.9357147216797,332.6499938964844,135.6666717529297,120.87999725341797,217.3000030517578,345.3900146484375,135.6666717529297,128.83999633789062,229.30999755859375,356.3800048828125,143.93333435058594,120.5,214.9600067138672,342.5899963378906,134.0,126.91000366210938,229.27000427246094,355.8699951171875,135.7433319091797,257599600.0,58400300,148011100.0,262788300.0
2020-09-04,119.31932067871094,209.9469757080078,329.9339294433594,139.44000244140625,120.95999908447266,214.25,342.57000732421875,139.44000244140625,123.69999694824219,218.36000061035156,347.8299865722656,142.6666717529297,110.88999938964844,205.19000244140625,334.8699951171875,124.00666809082031,120.06999969482422,215.10000610351562,346.1300048828125,134.27000427246094,332607200.0,59664100,139156300.0,330965700.0
2020-09-08,111.28973388671875,198.5897674560547,320.91925048828125,110.06999969482422,112.81999969482422,202.66000366210938,333.2099914550781,110.06999969482422,118.98999786376953,210.02999877929688,342.6400146484375,122.913330078125,112.68000030517578,202.1999969482422,332.8800048828125,109.95999908447266,113.94999694824219,206.5,336.7099914550781,118.66666412353516,231366600.0,52924300,114465300.0,346397100.0
2020-09-09,115.72869873046875,207.04641723632812,327.2565002441406,122.09333038330078,117.31999969482422,211.2899932861328,339.7900085449219,122.09333038330078,119.13999938964844,214.83999633789062,342.4599914550781,123.0,115.26000213623047,206.6999969482422,336.6099853515625,113.836669921875,117.26000213623047,207.60000610351562,337.54998779296875,118.86666870117188,176940500.0,45679000,91462300.0,238397400.0
2020-09-10,111.95064544677734,201.24530029296875,321.57415771484375,123.77999877929688,113.48999786376953,205.3699951171875,333.8900146484375,123.77999877929688,120.5,214.74000549316406,342.5299987792969,132.99667358398438,112.5,204.11000061035156,332.8500061035156,120.1866683959961,120.36000061035156,213.39999389648438,341.82000732421875,128.73666381835938,182274400.0,35461500,90569500.0,254791800.0
2020-09-11,110.48085021972656,199.9322509765625,321.7379150390625,124.23999786376953,112.0,204.02999877929688,334.05999755859375,124.23999786376953,115.2300033569336,208.6300048828125,336.9700012207031,127.5,110.0,201.24000549316406,331.0,120.16666412353516,114.56999969482422,207.1999969482422,335.82000732421875,127.3133316040039,180860300.0,33620100,84680200.0,182152500.0
2020-09-14,113.7952880859375,201.28451538085938,325.9755554199219,139.8733367919922,115.36000061035156,205.41000366210938,338.4599914550781,139.8733367919922,115.93000030517578,209.1999969482422,340.3800048828125,140.0,112.80000305175781,204.02999877929688,334.2200012207031,124.43333435058594,114.72000122070312,204.24000549316406,337.489990234375,126.98332977294922,140150100.0,30375800,65605700.0,249061800.0
2020-09-15,113.97283935546875,204.58682250976562,327.62255859375,149.9199981689453,115.54000091552734,208.77999877929688,340.1700134277344,149.9199981689453,118.83000183105469,209.77999877929688,342.0199890136719,153.97999572753906,113.61000061035156,206.92999267578125,338.4700012207031,143.56666564941406,118.33000183105469,208.4199981689453,341.1199951171875,145.52000427246094,184642000.0,21823900,52920900.0,291894600.0
2020-09-16,110.60908508300781,200.93174743652344,326.32232666015625,147.25332641601562,112.12999725341797,205.0500030517578,338.82000732421875,147.25332641601562,116.0,210.64999389648438,343.05999755859375,152.59666442871094,112.04000091552734,204.63999938964844,338.5199890136719,145.10333251953125,115.2300033569336,210.6199951171875,341.510009765625,146.6233367919922,154679000.0,26328100,82096000.0,216837900.0
2020-09-17,108.84336853027344,198.83474731445312,323.4521484375,141.14332580566406,110.33999633789062,202.91000366210938,335.8399963378906,141.14332580566406,112.19999694824219,204.3300018310547,337.70001220703125,145.92999267578125,108.70999908447266,199.9600067138672,332.989990234375,136.0,109.72000122070312,200.0500030517578,333.55999755859375,138.53334045410156,178011000.0,34011300,91523300.0,230337600.0
2020-09-18,105.3908462524414,196.36534118652344,319.7284240722656,147.38333129882812,106.83999633789062,200.38999938964844,330.6499938964844,147.38333129882812,110.87999725341797,203.64999389648438,335.489990234375,150.3333282470703,106.08999633789062,196.25,327.9700012207031,142.93333435058594,110.4000015258789,202.8000030517578,335.3699951171875,149.31333923339844,287104900.0,55225300,105877900.0,259220400.0
2020-09-21,108.58689880371094,198.47215270996094,316.1699523925781,149.79666137695312,110.08000183105469,202.5399932861328,326.9700012207031,149.79666137695312,110.19000244140625,202.7100067138672,327.1300048828125,151.89332580566406,103.0999984741211,196.3800048828125,321.7300109863281,135.69000244140625,104.54000091552734,197.19000244140625,325.70001220703125,151.0433349609375,195713800.0,39839700,99450800.0,328430400.0
2020-09-22,110.29342651367188,203.254150390625,319.3899841308594,141.41000366210938,111.80999755859375,207.4199981689453,330.29998779296875,141.41000366210938,112.86000061035156,208.10000610351562,330.8999938964844,145.9199981689453,109.16000366210938,202.0800018310547,325.8599853515625,139.1999969482422,112.68000030517578,205.05999755859375,328.57000732421875,143.1999969482422,183055400.0,33517100,63612100.0,238742400.0
2020-09-23,105.66704559326172,196.56134033203125,311.9830322265625,126.78666687011719,107.12000274658203,200.58999633789062,322.6400146484375,126.78666687011719,112.11000061035156,208.10000610351562,331.20001220703125,137.38333129882812,106.7699966430664,200.02999877929688,322.1000061035156,125.2933349609375,111.62000274658203,207.89999389648438,330.8999938964844,135.05332946777344,150718700.0,30803800,93112200.0,285222600.0
2020-09-24,106.75212097167969,199.10911560058594,312.8145446777344,129.26333618164062,108.22000122070312,203.19000244140625,323.5,129.26333618164062,110.25,205.57000732421875,326.79998779296875,133.1666717529297,105.0,199.1999969482422,319.79998779296875,117.0999984741211,105.16999816894531,199.85000610351562,321.2200012207031,121.26667022705078,167743300.0,31202500,76681300.0,289683300.0
2020-09-25,110.7570571899414,203.6461181640625,317.8717956542969,135.77999877929688,112.27999877929688,207.82000732421875,328.7300109863281,135.77999877929688,112.44000244140625,209.0399932861328,329.5799865722656,136.2433319091797,107.66999816894531,202.5399932861328,321.6400146484375,130.43333435058594,108.43000030517578,203.5500030517578,322.5799865722656,131.1566619873047,149981400.0,29437300,71069400.0,201625500.0
2020-09-28,113.40071868896484,205.23362731933594,323.1514892578125,140.39999389648438,114.95999908447266,209.44000244140625,334.19000244140625,140.39999389648438,115.31999969482422,212.57000732421875,334.9599914550781,142.69332885742188,112.77999877929688,208.05999755859375,332.1499938964844,138.51666259765625,115.01000213623047,210.8800048828125,333.2200012207031,141.5399932861328,137672400.0,32004900,64584600.0,149158800.0
2020-09-29,112.5425033569336,203.0973358154297,321.3916320800781,139.69000244140625,114.08999633789062,207.25999450683594,332.3699951171875,139.69000244140625,115.30999755859375,210.07000732421875,334.7699890136719,142.8333282470703,113.56999969482422,206.80999755859375,331.6199951171875,137.1999969482422,114.55000305175781,209.35000610351562,333.9700012207031,138.6666717529297,99382200.0,24221900,51304000.0,150657900.0
2020-09-30,114.23917388916016,206.105712890625,323.8283996582031,143.00332641601562,115.80999755859375,210.3300018310547,334.8900146484375,143.00332641601562,117.26000213623047,211.97999572753906,338.2900085449219,144.64332580566406,113.62000274658203,206.5399932861328,332.8800048828125,140.1566619873047,113.79000091552734,207.72999572753906,333.0899963378906,140.44000244140625,142675200.0,33829100,104081100.0,144436800.0
2020-10-01,115.20589447021484,208.19293212890625,325.9073181152344,149.3866729736328,116.79000091552734,212.4600067138672,337.0400085449219,149.3866729736328,117.72000122070312,213.99000549316406,338.739990234375,149.6266632080078,115.83000183105469,211.32000732421875,335.010009765625,144.80667114257812,117.63999938964844,213.49000549316406,337.69000244140625,146.9199981689453,116120400.0,27158400,88698700.0,152224500.0
2020-10-02,111.48702239990234,202.04885864257812,322.8130187988281,138.3633270263672,113.0199966430664,206.19000244140625,333.8399963378906,138.3633270263672,115.37000274658203,210.99000549316406,337.010009765625,146.3766632080078,112.22000122070312,205.5399932861328,331.19000244140625,138.3333282470703,112.88999938964844,208.0,331.70001220703125,140.4633331298828,144712000.0,33154800,89431100.0,214290000.0
2020-10-05,114.91981506347656,206.15469360351562,328.53753662109375,141.89332580566406,116.5,210.3800048828125,339.760009765625,141.89332580566406,116.6500015258789,210.41000366210938,339.9599914550781,144.54666137695312,113.55000305175781,206.97999572753906,336.010009765625,139.77667236328125,113.91000366210938,207.22000122070312,336.05999755859375,141.11666870117188,106243800.0,21331600,45713100.0,134168400.0
2020-10-06,111.6251220703125,201.77447509765625,323.8670349121094,137.9933319091797,113.16000366210938,205.91000366210938,334.92999267578125,137.9933319091797,116.12000274658203,210.17999267578125,342.1700134277344,142.92666625976562,112.25,204.82000732421875,334.3800048828125,135.35000610351562,115.69999694824219,208.82000732421875,339.9100036621094,141.26333618164062,161498200.0,28554300,90128900.0,147438900.0
2020-10-07,113.51908874511719,205.61575317382812,329.5044860839844,141.76666259765625,115.08000183105469,209.8300018310547,340.760009765625,141.76666259765625,115.55000305175781,210.11000061035156,341.6300048828125,143.3000030517578,114.12999725341797,206.72000122070312,338.0899963378906,137.9499969482422,114.62000274658203,207.05999755859375,338.1199951171875,139.9566650390625,96849000.0,25681100,56999600.0,129383100.0
2020-10-08,113.41057586669922,206.35067749023438,332.42474365234375,141.97332763671875,114.97000122070312,210.5800018310547,343.7799987792969,141.97332763671875,116.4000015258789,211.19000244140625,343.8500061035156,146.3333282470703,114.58999633789062,208.32000732421875,341.8599853515625,141.76666259765625,116.25,210.50999450683594,342.8500061035156,146.14666748046875,83477200.0,19925800,45242500.0,121263300.0
2020-10-09,115.38345336914062,211.4756622314453,335.3933410644531,144.6666717529297,116.97000122070312,215.80999755859375,346.8500061035156,144.6666717529297,117.0,215.86000061035156,347.3500061035156,144.8633270263672,114.91999816894531,211.22999572753906,344.8900146484375,142.15333557128906,115.27999877929688,211.22999572753906,345.55999755859375,143.3766632080078,100506900.0,26458000,59528600.0,86777100.0
2020-10-12,122.71266174316406,216.953369140625,340.78900146484375,147.43333435058594,124.4000015258789,221.39999389648438,352.42999267578125,147.43333435058594,125.18000030517578,223.86000061035156,354.0199890136719,149.5800018310547,119.27999877929688,216.80999755859375,349.05999755859375,146.19332885742188,120.05999755859375,218.7899932861328,349.5899963378906,147.3333282470703,240226800.0,40461400,80388500.0,116373300.0
2020-10-13,119.45741271972656,218.38404846191406,338.5649719238281,148.88333129882812,121.0999984741211,222.86000061035156,350.1300048828125,148.88333129882812,125.38999938964844,225.2100067138672,352.4700012207031,149.6300048828125,119.6500015258789,220.42999267578125,349.0899963378906,145.53334045410156,125.2699966430664,222.72000122070312,352.2799987792969,147.78334045410156,262330500.0,28950800,73255500.0,103391100.0
2020-10-14,119.54620361328125,216.42422485351562,336.4376220703125,153.76666259765625,121.19000244140625,220.86000061035156,347.92999267578125,153.76666259765625,123.02999877929688,224.22000122070312,351.92999267578125,155.3000030517578,119.62000274658203,219.1300048828125,347.1400146484375,149.11666870117188,121.0,223.0,350.75,149.92666625976562,150712000.0,23421700,57727900.0,143639100.0
2020-10-15,119.07271575927734,215.24830627441406,336.0218505859375,149.6266632080078,120.70999908447266,219.66000366210938,347.5,149.6266632080078,121.19999694824219,220.36000061035156,348.0199890136719,152.19000244140625,118.1500015258789,216.00999450683594,343.1300048828125,147.5,118.72000122070312,217.10000610351562,343.7099914550781,150.10333251953125,112559200.0,22733100,60357700.0,107017200.0
2020-10-16,117.40563201904297,215.24830627441406,335.8187561035156,146.55667114257812,119.0199966430664,219.66000366210938,347.2900085449219,146.55667114257812,121.55000305175781,222.2899932861328,350.75,151.98333740234375,118.80999755859375,219.32000732421875,347.1000061035156,146.28334045410156,121.27999877929688,220.14999389648438,348.9599914550781,151.47999572753906,115393800.0,26057900,89501900.0,98327700.0
2020-10-19,114.40687561035156,209.9176025390625,330.7131652832031,143.61000061035156,115.9800033569336,214.22000122070312,342.010009765625,143.61000061035156,120.41999816894531,222.3000030517578,349.3299865722656,149.0,115.66000366210938,213.72000122070312,341.0400085449219,142.9566650390625,119.95999908447266,220.4199981689453,348.6499938964844,148.74667358398438,120639300.0,27625800,68425600.0,108863400.0
2020-10-20,115.9161148071289,210.3389434814453,332.0379333496094,140.64666748046875,117.51000213623047,214.64999389648438,343.3800048828125,140.64666748046875,118.9800033569336,217.3699951171875,346.8800048828125,143.9166717529297,115.62999725341797,213.08999633789062,342.6400146484375,139.68333435058594,116.19999694824219,215.8000030517578,343.4599914550781,143.9166717529297,124423700.0,22753500,60051900.0,94968900.0
2020-10-21,115.28480529785156,210.48590087890625,331.409423828125,140.8800048828125,116.87000274658203,214.8000030517578,342.7300109863281,140.8800048828125,118.70999908447266,216.9199981689453,345.6700134277344,144.31666564941406,116.44999694824219,213.1199951171875,342.3999938964844,140.4166717529297,116.66999816894531,213.1199951171875,343.3299865722656,140.89999389648438,89946000.0,22724900,63575000.0,97111500.0
2020-10-22,114.17998504638672,210.5741424560547,333.2272644042969,141.92999267578125,115.75,214.88999938964844,344.6099853515625,141.92999267578125,118.04000091552734,216.05999755859375,345.239990234375,148.41000366210938,114.58999633789062,211.6999969482422,340.6499938964844,141.50332641601562,117.44999694824219,213.92999267578125,342.9599914550781,147.30667114257812,101988000.0,22351500,55399300.0,119979600.0
2020-10-23,113.4796142578125,211.88722229003906,334.358642578125,140.2100067138672,115.04000091552734,216.22999572753906,345.7799987792969,140.2100067138672,116.55000305175781,216.27999877929688,345.989990234375,140.9633331298828,114.27999877929688,213.16000366210938,343.1300048828125,135.7933349609375,116.38999938964844,215.02999877929688,345.92999267578125,140.6133270263672,82572600.0,18879600,49143900.0,101151000.0
2020-10-26,113.48948669433594,205.86073303222656,328.17974853515625,140.0933380126953,115.05000305175781,210.0800018310547,339.3900146484375,140.0933380126953,116.55000305175781,216.33999633789062,342.9800109863281,141.9199981689453,112.87999725341797,208.10000610351562,335.6199951171875,136.6666717529297,114.01000213623047,213.85000610351562,342.1300048828125,137.2100067138672,111850700.0,37111600,91473000.0,84717600.0
2020-10-27,115.0184555053711,208.96705627441406,327.04833984375,141.55999755859375,116.5999984741211,213.25,338.2200012207031,141.55999755859375,117.27999877929688,214.6699981689453,340.1199951171875,143.5,114.54000091552734,210.3300018310547,337.989990234375,140.03334045410156,115.48999786376953,211.58999633789062,339.760009765625,141.25332641601562,92276800.0,36700300,65994100.0,68059500.0
2020-10-28,109.69169616699219,198.6093292236328,315.8702392578125,135.33999633789062,111.19999694824219,202.67999267578125,326.6600036621094,135.33999633789062,115.43000030517578,208.83999633789062,338.25,139.53334045410156,111.0999984741211,202.10000610351562,326.1300048828125,135.3333282470703,115.05000305175781,207.6699981689453,332.1000061035156,138.82666015625,143937800.0,51195600,127094300.0,76354200.0
2020-10-29,113.75582122802734,200.60836791992188,319.0805358886719,136.94332885742188,115.31999969482422,204.72000122070312,329.9800109863281,136.94332885742188,116.93000030517578,207.36000061035156,333.3999938964844,139.35333251953125,112.19999694824219,203.3699951171875,325.0899963378906,135.48666381835938,112.37000274658203,204.07000732421875,326.9100036621094,136.65333557128906,146129200.0,31432600,90597700.0,67965900.0
2020-10-30,107.3834457397461,198.40357971191406,315.7541809082031,129.34666442871094,108.86000061035156,202.47000122070312,326.5400085449219,129.34666442871094,111.98999786376953,204.2899932861328,329.69000244140625,135.8633270263672,107.72000122070312,199.6199951171875,322.6000061035156,126.37000274658203,111.05999755859375,203.5,328.2799987792969,135.63333129882812,190272600.0,36953700,120287300.0,127533900.0
2020-11-02,107.29464721679688,198.26638793945312,319.29327392578125,133.50332641601562,108.7699966430664,202.3300018310547,330.20001220703125,133.50332641601562,110.68000030517578,205.27999877929688,332.3599853515625,135.66000366210938,107.31999969482422,200.1199951171875,327.239990234375,130.76666259765625,109.11000061035156,204.2899932861328,330.20001220703125,131.3333282470703,122866900.0,30842200,86068300.0,87063300.0
2020-11-03,108.9420166015625,202.28404235839844,324.9306945800781,141.3000030517578,110.44000244140625,206.42999267578125,336.0299987792969,141.3000030517578,111.48999786376953,208.1199951171875,338.25,142.58999633789062,108.7300033569336,203.1199951171875,330.2900085449219,135.56333923339844,109.66000366210938,203.88999938964844,333.69000244140625,136.57666015625,107624400.0,27512000,93294200.0,103055100.0
2020-11-04,113.3908462524414,212.04396057128906,332.1926574707031,140.32666015625,114.94999694824219,216.38999938964844,343.5400085449219,140.32666015625,115.58999633789062,218.32000732421875,347.94000244140625,145.13333129882812,112.3499984741211,212.4199981689453,339.5899963378906,139.03334045410156,114.13999938964844,214.02000427246094,340.8599853515625,143.5399932861328,138235500.0,42311800,126959700.0,96429300.0
2020-11-05,117.41549682617188,218.805419921875,338.6713562011719,146.02999877929688,119.02999877929688,223.2899932861328,350.239990234375,146.02999877929688,119.62000274658203,224.1199951171875,352.19000244140625,146.6666717529297,116.87000274658203,221.14999389648438,348.8599853515625,141.3333282470703,117.94999694824219,222.0399932861328,349.239990234375,142.76666259765625,126387100.0,36080100,82039700.0,85243500.0
2020-11-06,117.28211212158203,219.22679138183594,338.593994140625,143.31666564941406,118.69000244140625,223.72000122070312,350.1600036621094,143.31666564941406,119.19999694824219,224.36000061035156,351.510009765625,145.52333068847656,116.12999725341797,218.02999877929688,347.6499938964844,141.42666625976562,118.31999969482422,222.25999450683594,349.92999267578125,145.36666870117188,114457900.0,25231900,74973000.0,65118000.0
2020-11-09,114.9402084350586,214.0038604736328,342.8486633300781,140.4199981689453,116.31999969482422,218.38999938964844,354.55999755859375,140.4199981689453,121.98999786376953,228.1199951171875,364.3800048828125,150.8333282470703,116.05000305175781,217.8800048828125,354.05999755859375,140.3333282470703,120.5,224.44000244140625,363.9700012207031,146.5,154515300.0,44395000,172304200.0,104499000.0
2020-11-10,114.59436798095703,206.77206420898438,342.3458557128906,136.7866668701172,115.97000122070312,211.00999450683594,354.0400085449219,136.7866668701172,117.58999633789062,216.5,355.17999267578125,140.02999877929688,114.12999725341797,209.72000122070312,350.510009765625,132.00999450683594,115.55000305175781,214.5,353.489990234375,140.02999877929688,138023400.0,44045100,85552000.0,90852600.0
2020-11-11,118.07260131835938,212.20077514648438,344.8890075683594,139.0433349609375,119.48999786376953,216.5500030517578,356.6700134277344,139.0433349609375,119.62999725341797,218.0399932861328,357.55999755859375,139.56666564941406,116.44000244140625,212.1999969482422,355.05999755859375,136.86000061035156,117.19000244140625,212.38999938964844,356.3999938964844,138.81666564941406,112295000.0,29440800,58649000.0,52073100.0
2020-11-12,117.79593658447266,211.1130828857422,341.5432434082031,137.25332641601562,119.20999908447266,215.44000244140625,353.2099914550781,137.25332641601562,120.52999877929688,219.11000061035156,356.7200012207031,141.0,118.56999969482422,214.4600067138672,351.260009765625,136.5066680908203,119.62000274658203,217.2100067138672,355.5799865722656,138.35000610351562,103162300.0,21593900,67546200.0,59565300.0
2020-11-13,117.8453369140625,212.16159057617188,346.2716979980469,136.1666717529297,119.26000213623047,216.50999450683594,358.1000061035156,136.1666717529297,119.66999816894531,217.4199981689453,358.8999938964844,137.50999450683594,117.87000274658203,214.16000366210938,354.7099914550781,133.8866729736328,119.44000244140625,216.36000061035156,355.2699890136719,136.9499969482422,81581900.0,18621100,62892200.0,59313300.0
2020-11-16,118.87300109863281,212.8671417236328,350.59405517578125,136.02999877929688,120.30000305175781,217.22999572753906,362.57000732421875,136.02999877929688,120.98999786376953,217.74000549316406,362.7799987792969,137.48333740234375,118.1500015258789,214.52000427246094,359.5899963378906,134.69667053222656,118.91999816894531,214.8699951171875,360.9800109863281,136.30999755859375,91183000.0,24953300,74541100.0,80515800.0
2020-11-17,117.97380065917969,210.1527557373047,348.70849609375,147.20333862304688,119.38999938964844,214.4600067138672,360.6199951171875,147.20333862304688,120.66999816894531,217.67999267578125,361.9200134277344,154.0,118.95999908447266,214.0800018310547,358.3399963378906,144.336669921875,119.55000305175781,216.10000610351562,359.9700012207031,153.38999938964844,74271000.0,24154100,66111000.0,183564900.0
2020-11-18,116.62992095947266,207.38217163085938,344.5118408203125,162.2133331298828,118.02999877929688,211.0800018310547,356.2799987792969,162.2133331298828,119.81999969482422,215.1699981689453,361.5,165.3333282470703,118.0,210.92999267578125,356.239990234375,147.8333282470703,118.61000061035156,213.64999389648438,360.9100036621094,149.4499969482422,76322100.0,28372800,70591300.0,234132000.0
2020-11-19,117.23270416259766,208.6986846923828,345.9623107910156,166.42333984375,118.63999938964844,212.4199981689453,357.7799987792969,166.42333984375,119.05999755859375,213.02999877929688,358.17999267578125,169.5366668701172,116.80999755859375,209.92999267578125,354.1499938964844,162.52333068847656,117.58999633789062,211.3800048828125,355.6000061035156,164.0,74113000.0,24792700,59940900.0,187425900.0
2020-11-20,115.9481201171875,206.70425415039062,343.5931396484375,163.20333862304688,117.33999633789062,210.38999938964844,355.3299865722656,163.20333862304688,118.7699966430664,213.2899932861328,357.7200012207031,167.5,117.29000091552734,210.0,355.25,163.02000427246094,118.63999938964844,212.1999969482422,357.5,165.99667358398438,73604300.0,22843100,70417300.0,98735700.0
2020-11-23,112.49950408935547,206.42916870117188,345.6528625488281,173.9499969482422,113.8499984741211,210.11000061035156,357.4599914550781,173.9499969482422,117.62000274658203,212.2899932861328,358.82000732421875,175.3333282470703,113.75,208.16000366210938,354.8699951171875,167.26333618164062,117.18000030517578,210.9499969482422,357.2799987792969,167.8333282470703,127959300.0,25683500,63230600.0,150780900.0
2020-11-24,113.80384826660156,210.1134796142578,351.22259521484375,185.1266632080078,115.16999816894531,213.86000061035156,363.2200012207031,185.1266632080078,115.8499984741211,214.25,363.80999755859375,186.663330078125,112.58999633789062,208.86000061035156,359.2900085449219,175.39999389648438,113.91000366210938,209.58999633789062,360.2099914550781,180.13333129882812,113874200.0,33979700,62415900.0,160945500.0
